session_code,user_code,content_code,time_,watched_duration,platform,device_type,os_family,os_name,app_version,is_up_to_date
SESSION_00000572,USER_00000000950,CONTENT_00000008,2024-10-14 21:30:20,39,TV,Laptop,Xbox,FireOS 6,version 2.0.1,1
SESSION_00000573,USER_00000000851,CONTENT_00000820,2024-02-29 21:38:59,83,Computer,Smart TV,tvOS,Xbox,version 2.1.0,1
SESSION_00000574,USER_00000000211,CONTENT_00000609,2023-11-13 10:03:01,71,Computer,Desktop,FireOS,iOS 16,version 1.0.0,1
SESSION_00000575,USER_00000000208,CONTENT_00000663,2025-01-05 14:24:06,130,Mobile,Laptop,Nintendo,macOS Ventura,version 2.0.1,1
SESSION_00000576,USER_00000000259,CONTENT_00000695,2024-02-09 08:03:36,119,TV,Smartphone,Linux,Windows 11,version 3.0.5,1
SESSION_00000577,USER_00000000600,CONTENT_00000065,2023-06-30 02:33:34,21,Computer,Smart TV,macOS,FireOS 6,version 1.0.0,1
SESSION_00000578,USER_00000000736,CONTENT_00000099,2024-01-09 22:33:37,132,Computer,Game Console,iOS,iOS 16,version 2.0.1,1
SESSION_00000579,USER_00000000004,CONTENT_00000372,2023-12-08 12:18:54,63,Tablet,Laptop,Xbox,iPadOS 15,version 1.2.3,1
SESSION_00000580,USER_00000000023,CONTENT_00000883,2023-10-10 11:42:26,101,Computer,Game Console,tvOS,iPadOS 15,version 1.0.0,1
SESSION_00000581,USER_00000000043,CONTENT_00000157,2025-01-22 01:06:40,42,TV,Smart TV,Nintendo,macOS Ventura,version 3.0.5,1
SESSION_00000582,USER_00000000202,CONTENT_00000796,2024-01-10 05:51:19,109,Mobile,Smartphone,Xbox,PS5,version 2.0.1,1
SESSION_00000583,USER_00000000237,CONTENT_00000704,2024-08-05 19:36:33,169,Tablet,Laptop,Windows,iPadOS 15,version 2.1.0,1
SESSION_00000584,USER_00000000183,CONTENT_00000563,2024-04-19 07:00:57,122,Mobile,Desktop,Nintendo,iPadOS 15,version 1.2.3,1
SESSION_00000585,USER_00000000140,CONTENT_00000416,2025-04-04 22:09:12,179,TV,Desktop,FireOS,Switch,version 1.0.0,1
SESSION_00000586,USER_00000000896,CONTENT_00000809,2023-07-14 04:51:57,109,Computer,Game Console,Playstation,Android 13,version 1.2.3,1
SESSION_00000587,USER_00000000935,CONTENT_00000764,2024-03-16 17:44:02,170,Console,Laptop,Playstation,Xbox,version 2.0.1,1
SESSION_00000588,USER_00000000182,CONTENT_00000722,2024-09-12 01:34:55,175,Mobile,Laptop,Linux,Windows 11,version 1.2.3,1
SESSION_00000589,USER_00000000220,CONTENT_00000706,2025-04-03 13:20:21,170,Computer,Laptop,FireOS,Android 13,version 3.0.5,1
SESSION_00000590,USER_00000000607,CONTENT_00000678,2024-11-01 19:51:10,143,Mobile,Smart TV,Windows,Android 13,version 1.2.3,1
SESSION_00000591,USER_00000000451,CONTENT_00000180,2023-06-19 18:46:03,109,Computer,Game Console,Xbox,tvOS 14,version 2.0.1,1
SESSION_00000592,USER_00000000460,CONTENT_00000317,2024-10-24 02:54:37,72,Console,Game Console,Playstation,Switch,version 1.2.3,1
SESSION_00000593,USER_00000000473,CONTENT_00000386,2023-08-13 03:38:19,64,Computer,Smart TV,Windows,Switch,version 1.2.3,1
SESSION_00000594,USER_00000000584,CONTENT_00000120,2024-08-27 14:44:19,68,Mobile,Laptop,Linux,PS5,version 3.0.5,1
SESSION_00000595,USER_00000000541,CONTENT_00000979,2023-11-24 13:46:02,34,Computer,Desktop,tvOS,tvOS 14,version 3.0.5,1
SESSION_00000596,USER_00000000614,CONTENT_00000943,2023-10-01 17:10:38,111,TV,Desktop,iOS,Switch,version 1.0.0,1
SESSION_00000597,USER_00000000547,CONTENT_00000640,2024-04-27 04:55:03,57,Mobile,Smart TV,FireOS,PS5,version 1.0.0,1
SESSION_00000598,USER_00000000210,CONTENT_00000215,2024-10-30 10:24:33,109,Tablet,Laptop,Android,FireOS 6,version 3.0.5,1
SESSION_00000599,USER_00000000294,CONTENT_00000021,2025-05-18 04:30:47,114,Console,Laptop,tvOS,Switch,version 3.0.5,1
SESSION_00000600,USER_00000000344,CONTENT_00000175,2025-05-06 04:53:52,67,Computer,Smart TV,Android,Android 13,version 2.0.1,1
SESSION_00000601,USER_00000000398,CONTENT_00000431,2024-09-11 12:37:06,84,Mobile,Tablet,Linux,Windows 11,version 3.0.5,1
SESSION_00000602,USER_00000000999,CONTENT_00000783,2023-07-08 08:44:40,150,Tablet,Desktop,Linux,Ubuntu 22.04,version 2.1.0,1
SESSION_00000603,USER_00000000099,CONTENT_00000593,2024-10-10 09:23:29,24,Computer,Game Console,macOS,FireOS 6,version 1.2.3,1
SESSION_00000604,USER_00000000854,CONTENT_00000069,2023-09-03 21:54:35,23,Mobile,Game Console,Android,FireOS 6,version 2.1.0,1
SESSION_00000605,USER_00000000987,CONTENT_00000456,2025-03-18 03:44:54,90,Computer,Game Console,tvOS,macOS Ventura,version 2.0.1,1
SESSION_00000606,USER_00000000561,CONTENT_00000177,2024-08-25 12:14:24,130,Console,Smart TV,Xbox,Xbox,version 2.1.0,1
SESSION_00000607,USER_00000000054,CONTENT_00000363,2025-04-18 19:11:50,51,Computer,Smart TV,macOS,iOS 16,version 2.1.0,1
SESSION_00000608,USER_00000000828,CONTENT_00000633,2023-08-02 06:19:27,20,Mobile,Tablet,Linux,Ubuntu 22.04,version 1.0.0,1
SESSION_00000609,USER_00000000197,CONTENT_00000097,2023-07-21 20:49:00,121,Tablet,Desktop,Linux,iOS 16,version 1.0.0,1
SESSION_00000610,USER_00000000188,CONTENT_00000440,2024-06-04 14:17:07,17,Mobile,Desktop,iOS,FireOS 6,version 2.0.1,1
SESSION_00000611,USER_00000000913,CONTENT_00000874,2024-07-24 08:42:26,170,Console,Tablet,Windows,iPadOS 15,version 2.1.0,1
SESSION_00000612,USER_00000000380,CONTENT_00000563,2024-08-13 15:42:59,165,Tablet,Tablet,Windows,Windows 11,version 3.0.5,1
SESSION_00000613,USER_00000000581,CONTENT_00000645,2023-12-08 05:41:29,178,Tablet,Smartphone,Linux,PS5,version 1.2.3,1
SESSION_00000614,USER_00000000588,CONTENT_00000011,2025-06-01 12:31:37,29,TV,Smart TV,Windows,Android 13,version 1.2.3,1
SESSION_00000615,USER_00000000139,CONTENT_00000979,2025-01-19 17:56:50,86,Tablet,Desktop,Playstation,Android 13,version 1.0.0,1
SESSION_00000616,USER_00000000375,CONTENT_00000261,2023-11-13 12:36:36,32,Console,Laptop,Xbox,iOS 16,version 1.0.0,1
SESSION_00000617,USER_00000000546,CONTENT_00000603,2023-08-17 05:50:55,30,Mobile,Desktop,Linux,macOS Ventura,version 2.0.1,1
SESSION_00000618,USER_00000000062,CONTENT_00000027,2024-06-09 08:03:35,55,Console,Laptop,Nintendo,iOS 16,version 3.0.5,1
SESSION_00000619,USER_00000000912,CONTENT_00000384,2023-11-05 20:13:50,10,TV,Tablet,macOS,PS5,version 2.1.0,1
SESSION_00000620,USER_00000000446,CONTENT_00000116,2023-12-01 15:37:06,75,Mobile,Smart TV,macOS,PS5,version 1.0.0,1
SESSION_00000621,USER_00000000702,CONTENT_00000572,2024-01-29 06:08:40,94,Tablet,Smartphone,Linux,tvOS 14,version 2.1.0,1
SESSION_00000622,USER_00000000032,CONTENT_00000091,2024-06-26 08:06:04,110,Computer,Smart TV,Linux,macOS Ventura,version 1.2.3,1
SESSION_00000623,USER_00000000966,CONTENT_00000288,2024-05-04 05:23:11,171,Tablet,Game Console,FireOS,FireOS 6,version 1.2.3,1
SESSION_00000624,USER_00000000182,CONTENT_00000676,2024-10-03 12:54:34,46,Console,Game Console,Xbox,PS5,version 2.1.0,1
SESSION_00000625,USER_00000000897,CONTENT_00000300,2023-08-09 16:54:50,153,Mobile,Game Console,FireOS,Xbox,version 1.2.3,1
SESSION_00000626,USER_00000000068,CONTENT_00000357,2023-09-12 23:05:18,177,Tablet,Desktop,Playstation,Switch,version 2.0.1,1
SESSION_00000627,USER_00000000740,CONTENT_00000305,2024-01-08 02:56:44,159,Computer,Laptop,macOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000628,USER_00000000969,CONTENT_00000305,2024-12-21 09:52:06,83,TV,Desktop,iOS,PS5,version 1.2.3,1
SESSION_00000629,USER_00000000711,CONTENT_00000299,2023-11-22 16:37:27,13,Computer,Game Console,iOS,Windows 11,version 2.1.0,1
SESSION_00000630,USER_00000000635,CONTENT_00000879,2023-08-25 18:49:11,160,Mobile,Smart TV,iOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000631,USER_00000000840,CONTENT_00000736,2024-01-20 16:52:59,24,Console,Laptop,Windows,Switch,version 1.0.0,1
SESSION_00000632,USER_00000000653,CONTENT_00000196,2023-07-08 08:42:08,13,Console,Game Console,Windows,PS5,version 1.2.3,1
SESSION_00000633,USER_00000000403,CONTENT_00000211,2024-10-06 16:19:18,150,Computer,Laptop,FireOS,Switch,version 2.1.0,1
SESSION_00000634,USER_00000000968,CONTENT_00000023,2023-07-04 15:05:39,87,Computer,Tablet,Playstation,macOS Ventura,version 1.2.3,1
SESSION_00000635,USER_00000000418,CONTENT_00000955,2023-06-25 15:49:43,140,Console,Tablet,tvOS,Ubuntu 22.04,version 2.1.0,1
SESSION_00000636,USER_00000000382,CONTENT_00000032,2023-10-10 20:24:01,31,Console,Smartphone,Linux,PS5,version 2.0.1,1
SESSION_00000637,USER_00000000328,CONTENT_00000574,2024-04-22 12:41:28,175,Tablet,Desktop,tvOS,Windows 11,version 2.0.1,1
SESSION_00000638,USER_00000000694,CONTENT_00000356,2023-08-03 16:25:51,143,Console,Smart TV,tvOS,iPadOS 15,version 2.1.0,1
SESSION_00000639,USER_00000000420,CONTENT_00000567,2023-08-14 22:02:35,137,TV,Game Console,Linux,Android 13,version 2.0.1,1
SESSION_00000640,USER_00000000061,CONTENT_00000646,2024-10-12 19:32:08,111,Tablet,Smart TV,iOS,iOS 16,version 3.0.5,1
SESSION_00000641,USER_00000000937,CONTENT_00000255,2023-10-12 18:18:00,153,Tablet,Laptop,Xbox,iPadOS 15,version 1.2.3,1
SESSION_00000642,USER_00000000752,CONTENT_00000647,2024-06-08 09:34:57,41,Console,Laptop,Playstation,Android 13,version 2.0.1,1
SESSION_00000643,USER_00000000295,CONTENT_00000205,2025-04-15 07:51:43,127,Mobile,Tablet,macOS,Xbox,version 1.2.3,1
SESSION_00000644,USER_00000000488,CONTENT_00000540,2023-10-10 06:47:30,89,Computer,Laptop,Playstation,tvOS 14,version 1.0.0,1
SESSION_00000645,USER_00000000037,CONTENT_00000120,2023-06-27 21:44:58,41,Computer,Laptop,Nintendo,Xbox,version 3.0.5,1
SESSION_00000646,USER_00000000426,CONTENT_00000400,2025-04-12 00:03:13,72,Mobile,Smart TV,macOS,Windows 11,version 3.0.5,1
SESSION_00000647,USER_00000000078,CONTENT_00000892,2023-11-15 05:36:30,11,Console,Tablet,Windows,macOS Ventura,version 3.0.5,1
SESSION_00000648,USER_00000000926,CONTENT_00000921,2024-09-09 02:16:07,178,TV,Smart TV,iOS,iPadOS 15,version 2.1.0,1
SESSION_00000649,USER_00000000034,CONTENT_00000026,2023-09-22 21:56:49,108,Console,Game Console,FireOS,macOS Ventura,version 1.2.3,1
SESSION_00000650,USER_00000000550,CONTENT_00000300,2023-11-05 14:33:20,14,Computer,Smartphone,Linux,FireOS 6,version 3.0.5,1
SESSION_00000651,USER_00000000248,CONTENT_00000100,2024-04-26 08:27:34,20,TV,Game Console,Xbox,FireOS 6,version 1.0.0,1
SESSION_00000652,USER_00000000437,CONTENT_00000858,2023-12-08 07:36:29,42,Mobile,Smart TV,Nintendo,PS5,version 3.0.5,1
SESSION_00000653,USER_00000000854,CONTENT_00000589,2024-04-13 20:23:57,37,Computer,Tablet,Playstation,Android 13,version 2.1.0,1
SESSION_00000654,USER_00000000956,CONTENT_00000718,2023-10-27 02:09:37,117,TV,Smartphone,Android,FireOS 6,version 1.0.0,1
SESSION_00000655,USER_00000000150,CONTENT_00000894,2024-04-01 02:59:58,110,Mobile,Smartphone,FireOS,Switch,version 1.2.3,1
SESSION_00000656,USER_00000000974,CONTENT_00000963,2024-05-29 21:29:31,72,TV,Laptop,Nintendo,FireOS 6,version 1.2.3,1
SESSION_00000657,USER_00000000012,CONTENT_00000864,2025-05-24 23:46:09,40,Mobile,Smart TV,Nintendo,Switch,version 2.0.1,1
SESSION_00000658,USER_00000000466,CONTENT_00000079,2023-07-19 23:37:32,136,Computer,Smart TV,Playstation,iPadOS 15,version 2.0.1,1
SESSION_00000659,USER_00000000723,CONTENT_00000563,2025-03-04 05:20:17,69,TV,Smartphone,tvOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000660,USER_00000000620,CONTENT_00000330,2023-09-28 20:25:49,126,Tablet,Smartphone,tvOS,iOS 16,version 3.0.5,1
SESSION_00000661,USER_00000000823,CONTENT_00000493,2024-03-23 01:51:02,65,Computer,Game Console,Android,Xbox,version 3.0.5,1
SESSION_00000662,USER_00000000732,CONTENT_00000816,2024-03-19 08:55:48,101,TV,Tablet,macOS,PS5,version 1.2.3,1
SESSION_00000663,USER_00000000411,CONTENT_00000018,2023-12-01 10:10:37,94,Console,Smartphone,Xbox,Android 13,version 1.2.3,1
SESSION_00000665,USER_00000000993,CONTENT_00000692,2023-10-26 18:42:27,20,Mobile,Smartphone,iOS,Android 13,version 2.1.0,1
SESSION_00000666,USER_00000000814,CONTENT_00000009,2024-01-24 02:06:24,40,Tablet,Laptop,Playstation,PS5,version 1.0.0,1
SESSION_00000667,USER_00000000338,CONTENT_00000946,2024-04-14 21:11:35,146,TV,Smart TV,Nintendo,Android 13,version 1.0.0,1
SESSION_00000668,USER_00000000253,CONTENT_00000356,2023-12-17 21:46:36,70,Computer,Tablet,Windows,Android 13,version 2.1.0,1
SESSION_00000669,USER_00000000186,CONTENT_00000119,2023-11-09 01:33:22,113,Console,Smartphone,Windows,macOS Ventura,version 1.2.3,1
SESSION_00000670,USER_00000000362,CONTENT_00000715,2025-02-09 01:54:38,153,Tablet,Tablet,macOS,PS5,version 2.1.0,1
SESSION_00000672,USER_00000000116,CONTENT_00000126,2024-12-20 07:00:43,58,Computer,Desktop,iOS,FireOS 6,version 2.1.0,1
SESSION_00000673,USER_00000000888,CONTENT_00000490,2024-09-29 06:14:05,46,Tablet,Tablet,Playstation,Android 13,version 1.0.0,1
SESSION_00000674,USER_00000000389,CONTENT_00000477,2024-05-02 20:49:17,146,Tablet,Smart TV,Xbox,tvOS 14,version 1.0.0,1
SESSION_00000675,USER_00000000464,CONTENT_00000636,2023-08-04 02:03:46,74,TV,Smart TV,Linux,Android 13,version 1.0.0,1
SESSION_00000676,USER_00000000945,CONTENT_00000560,2025-05-13 11:03:54,68,Mobile,Tablet,Nintendo,tvOS 14,version 1.2.3,1
SESSION_00000677,USER_00000000071,CONTENT_00000405,2024-01-07 03:57:01,23,Tablet,Game Console,iOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000678,USER_00000000157,CONTENT_00000498,2023-11-28 19:07:58,88,Console,Smartphone,macOS,Switch,version 1.2.3,1
SESSION_00000679,USER_00000000264,CONTENT_00000247,2024-05-02 10:46:03,23,TV,Laptop,Playstation,Xbox,version 2.0.1,1
SESSION_00000680,USER_00000000126,CONTENT_00000106,2023-07-20 18:37:51,157,Computer,Smart TV,macOS,macOS Ventura,version 2.1.0,1
SESSION_00000681,USER_00000000366,CONTENT_00000307,2025-05-04 17:39:13,112,Computer,Tablet,Windows,FireOS 6,version 1.2.3,1
SESSION_00000682,USER_00000000162,CONTENT_00000006,2024-07-15 16:11:13,86,Computer,Smartphone,Android,macOS Ventura,version 1.0.0,1
SESSION_00000683,USER_00000000315,CONTENT_00000380,2024-11-07 11:45:58,156,Console,Game Console,Playstation,Windows 11,version 2.0.1,1
SESSION_00000684,USER_00000000657,CONTENT_00000042,2025-04-21 15:02:34,152,Mobile,Laptop,Xbox,Ubuntu 22.04,version 2.1.0,1
SESSION_00000685,USER_00000000150,CONTENT_00000898,2024-10-24 18:51:37,151,Mobile,Game Console,Linux,FireOS 6,version 3.0.5,1
SESSION_00000686,USER_00000000274,CONTENT_00000131,2023-12-06 09:41:49,123,Tablet,Laptop,Windows,iOS 16,version 2.1.0,1
SESSION_00000687,USER_00000000606,CONTENT_00000827,2025-05-07 22:52:20,36,Computer,Game Console,Linux,Ubuntu 22.04,version 2.0.1,1
SESSION_00000688,USER_00000000634,CONTENT_00000108,2024-12-02 21:30:03,121,Computer,Smartphone,macOS,iOS 16,version 2.0.1,1
SESSION_00000689,USER_00000000051,CONTENT_00000378,2024-12-31 00:39:22,15,Computer,Game Console,Windows,tvOS 14,version 2.0.1,1
SESSION_00000690,USER_00000000726,CONTENT_00000405,2024-08-03 15:57:14,152,Tablet,Game Console,Nintendo,Ubuntu 22.04,version 1.0.0,1
SESSION_00000691,USER_00000000381,CONTENT_00000928,2025-03-04 03:01:14,65,Computer,Smart TV,Playstation,tvOS 14,version 1.2.3,1
SESSION_00000692,USER_00000000928,CONTENT_00000498,2025-05-12 17:54:24,109,Console,Smartphone,FireOS,Switch,version 2.0.1,1
SESSION_00000693,USER_00000000313,CONTENT_00000841,2023-11-15 03:14:52,160,Tablet,Laptop,Windows,Xbox,version 3.0.5,1
SESSION_00000694,USER_00000000335,CONTENT_00000075,2024-08-26 03:26:37,106,Tablet,Desktop,Xbox,PS5,version 3.0.5,1
SESSION_00000695,USER_00000000703,CONTENT_00000607,2024-10-01 20:26:38,27,TV,Game Console,Android,iOS 16,version 1.2.3,1
SESSION_00000696,USER_00000000474,CONTENT_00000829,2025-05-14 02:53:59,67,Console,Game Console,Nintendo,FireOS 6,version 2.0.1,1
SESSION_00000697,USER_00000000198,CONTENT_00000914,2023-06-20 00:42:46,156,Computer,Smart TV,tvOS,Switch,version 3.0.5,1
SESSION_00000698,USER_00000000990,CONTENT_00000872,2023-12-18 02:52:48,37,Mobile,Tablet,Xbox,FireOS 6,version 2.1.0,1
SESSION_00000699,USER_00000000374,CONTENT_00000257,2024-04-22 14:34:12,97,TV,Smartphone,macOS,FireOS 6,version 2.0.1,1
SESSION_00000700,USER_00000000961,CONTENT_00000710,2024-05-03 02:20:23,70,Tablet,Smartphone,tvOS,Switch,version 1.2.3,1
SESSION_00000701,USER_00000000566,CONTENT_00000770,2024-03-12 06:00:08,17,Tablet,Desktop,Nintendo,iPadOS 15,version 2.0.1,1
SESSION_00000702,USER_00000000787,CONTENT_00000029,2024-07-23 21:34:37,146,TV,Desktop,Playstation,PS5,version 1.0.0,1
SESSION_00000703,USER_00000000151,CONTENT_00000368,2024-10-17 01:47:59,139,TV,Smart TV,Android,Ubuntu 22.04,version 1.2.3,1
SESSION_00000704,USER_00000000030,CONTENT_00000918,2023-09-01 02:25:27,131,Tablet,Smartphone,macOS,iPadOS 15,version 1.0.0,1
SESSION_00000705,USER_00000000374,CONTENT_00000751,2024-12-29 18:04:59,167,TV,Smart TV,Linux,PS5,version 1.2.3,1
SESSION_00000706,USER_00000000997,CONTENT_00000773,2025-03-30 11:24:52,79,TV,Smart TV,Xbox,Switch,version 3.0.5,1
SESSION_00000707,USER_00000000389,CONTENT_00000258,2024-06-30 12:51:18,97,Console,Smartphone,Android,iOS 16,version 2.1.0,1
SESSION_00000708,USER_00000000628,CONTENT_00000172,2023-10-17 20:19:29,158,Tablet,Desktop,Xbox,iPadOS 15,version 1.0.0,1
SESSION_00000709,USER_00000000228,CONTENT_00000741,2024-05-30 11:48:47,87,Console,Smart TV,tvOS,Xbox,version 3.0.5,1
SESSION_00000710,USER_00000000630,CONTENT_00000292,2025-04-10 16:32:32,170,Computer,Tablet,Nintendo,iOS 16,version 1.0.0,1
SESSION_00000711,USER_00000000675,CONTENT_00000632,2024-08-04 08:46:51,143,Computer,Game Console,macOS,Windows 11,version 2.1.0,1
SESSION_00000712,USER_00000000700,CONTENT_00000371,2023-09-09 05:05:48,40,Console,Tablet,Nintendo,macOS Ventura,version 3.0.5,1
SESSION_00000713,USER_00000000668,CONTENT_00000112,2024-05-17 15:41:32,54,Mobile,Game Console,Linux,Xbox,version 3.0.5,1
SESSION_00000714,USER_00000000989,CONTENT_00000068,2025-05-13 21:50:00,178,Console,Laptop,iOS,iOS 16,version 2.0.1,1
SESSION_00000715,USER_00000000794,CONTENT_00000502,2024-01-19 06:51:23,62,TV,Laptop,Playstation,macOS Ventura,version 3.0.5,1
SESSION_00000716,USER_00000000879,CONTENT_00000244,2024-04-20 01:19:40,165,Tablet,Laptop,Playstation,Ubuntu 22.04,version 2.0.1,1
SESSION_00000717,USER_00000000158,CONTENT_00000273,2024-05-02 16:30:45,96,Mobile,Game Console,Linux,macOS Ventura,version 3.0.5,1
SESSION_00000718,USER_00000000620,CONTENT_00000584,2023-09-06 01:51:22,93,Computer,Smartphone,Nintendo,macOS Ventura,version 1.2.3,1
SESSION_00000719,USER_00000000593,CONTENT_00000547,2024-09-06 10:16:24,118,TV,Tablet,FireOS,iPadOS 15,version 3.0.5,1
SESSION_00000720,USER_00000000455,CONTENT_00000270,2024-12-14 21:22:13,105,Mobile,Desktop,Linux,Android 13,version 1.2.3,1
SESSION_00000721,USER_00000000869,CONTENT_00000805,2024-03-07 10:17:59,178,TV,Smartphone,Xbox,Xbox,version 2.1.0,1
SESSION_00000722,USER_00000000435,CONTENT_00000753,2025-03-09 15:15:49,113,Console,Game Console,Xbox,iOS 16,version 2.0.1,1
SESSION_00000723,USER_00000000817,CONTENT_00000898,2025-01-31 19:13:43,12,TV,Smartphone,tvOS,Switch,version 1.0.0,1
SESSION_00000724,USER_00000000148,CONTENT_00000578,2023-08-19 17:19:21,137,Tablet,Desktop,tvOS,iPadOS 15,version 2.0.1,1
SESSION_00000725,USER_00000000907,CONTENT_00000813,2024-09-27 10:55:19,64,Tablet,Smartphone,macOS,macOS Ventura,version 1.2.3,1
SESSION_00000726,USER_00000000982,CONTENT_00000257,2024-07-25 05:53:58,53,Console,Laptop,Windows,tvOS 14,version 1.0.0,1
SESSION_00000727,USER_00000000475,CONTENT_00000315,2024-03-20 04:43:02,143,Console,Smartphone,Playstation,Xbox,version 1.0.0,1
SESSION_00000728,USER_00000000069,CONTENT_00000583,2023-10-20 18:29:22,71,Tablet,Smart TV,Playstation,Ubuntu 22.04,version 2.0.1,1
SESSION_00000729,USER_00000000797,CONTENT_00000187,2023-07-01 09:47:06,117,Console,Smart TV,iOS,Switch,version 1.2.3,1
SESSION_00000730,USER_00000000241,CONTENT_00000132,2024-07-12 06:30:24,76,Computer,Smartphone,Windows,macOS Ventura,version 1.2.3,1
SESSION_00000731,USER_00000000418,CONTENT_00000364,2023-07-07 08:31:32,52,Console,Laptop,Xbox,macOS Ventura,version 2.0.1,1
SESSION_00000732,USER_00000000081,CONTENT_00000940,2025-05-09 04:34:59,135,Tablet,Smart TV,tvOS,Windows 11,version 2.0.1,1
SESSION_00000733,USER_00000000185,CONTENT_00000657,2024-12-05 15:23:08,78,Tablet,Desktop,Xbox,tvOS 14,version 1.0.0,1
SESSION_00000734,USER_00000000324,CONTENT_00000746,2023-08-03 20:59:41,167,Tablet,Desktop,FireOS,Switch,version 1.2.3,1
SESSION_00000735,USER_00000000367,CONTENT_00000708,2024-07-19 13:53:47,179,Computer,Game Console,macOS,macOS Ventura,version 2.0.1,1
SESSION_00000736,USER_00000000214,CONTENT_00000781,2024-02-17 22:39:11,104,Computer,Laptop,Playstation,Windows 11,version 3.0.5,1
SESSION_00000737,USER_00000000339,CONTENT_00000673,2024-07-05 17:20:53,134,Computer,Tablet,Playstation,tvOS 14,version 1.0.0,1
SESSION_00000738,USER_00000000721,CONTENT_00000550,2025-04-12 17:59:52,135,TV,Tablet,FireOS,tvOS 14,version 3.0.5,1
SESSION_00000739,USER_00000000703,CONTENT_00000135,2023-12-22 15:38:51,65,Mobile,Desktop,Android,iPadOS 15,version 2.0.1,1
SESSION_00000740,USER_00000000101,CONTENT_00000516,2023-12-18 11:07:52,140,Mobile,Game Console,iOS,Switch,version 3.0.5,1
SESSION_00000741,USER_00000000441,CONTENT_00000809,2024-11-16 23:44:47,48,Tablet,Desktop,Playstation,iOS 16,version 2.1.0,1
SESSION_00000742,USER_00000000222,CONTENT_00000515,2025-05-14 10:58:45,92,Tablet,Tablet,Nintendo,FireOS 6,version 3.0.5,1
SESSION_00000743,USER_00000000141,CONTENT_00000337,2025-03-21 12:12:02,133,Mobile,Laptop,Playstation,FireOS 6,version 1.2.3,1
SESSION_00000744,USER_00000000563,CONTENT_00000252,2024-11-16 17:35:22,72,TV,Desktop,macOS,iOS 16,version 1.2.3,1
SESSION_00000745,USER_00000000750,CONTENT_00000031,2023-06-05 11:13:54,141,Tablet,Laptop,iOS,PS5,version 3.0.5,1
SESSION_00000746,USER_00000000975,CONTENT_00000381,2024-12-08 22:33:23,106,Computer,Game Console,iOS,iPadOS 15,version 1.2.3,1
SESSION_00000747,USER_00000000162,CONTENT_00000249,2023-11-21 01:10:00,77,TV,Desktop,tvOS,FireOS 6,version 3.0.5,1
SESSION_00000748,USER_00000000240,CONTENT_00000344,2025-01-27 05:16:44,176,Mobile,Smart TV,FireOS,tvOS 14,version 3.0.5,1
SESSION_00000749,USER_00000000667,CONTENT_00000859,2024-07-14 06:52:23,121,Console,Game Console,Xbox,Xbox,version 2.1.0,1
SESSION_00000750,USER_00000000019,CONTENT_00000929,2023-12-17 00:16:50,16,Computer,Tablet,tvOS,PS5,version 2.0.1,1
SESSION_00000751,USER_00000000289,CONTENT_00000350,2024-08-20 22:07:00,47,Console,Laptop,Linux,Xbox,version 1.0.0,1
SESSION_00000752,USER_00000000955,CONTENT_00000060,2024-01-24 08:29:27,108,Console,Laptop,macOS,macOS Ventura,version 2.1.0,1
SESSION_00000753,USER_00000000234,CONTENT_00000602,2024-08-06 20:51:09,87,Computer,Laptop,FireOS,tvOS 14,version 1.0.0,1
SESSION_00000754,USER_00000000851,CONTENT_00000797,2024-02-28 00:11:37,119,Console,Laptop,Playstation,Switch,version 1.2.3,1
SESSION_00000755,USER_00000000108,CONTENT_00000456,2023-08-12 15:41:04,158,Mobile,Smart TV,Playstation,Xbox,version 1.2.3,1
SESSION_00000756,USER_00000000190,CONTENT_00000836,2024-12-22 02:19:36,122,Mobile,Smartphone,tvOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000757,USER_00000000350,CONTENT_00000759,2024-03-04 07:33:42,153,Mobile,Desktop,Windows,Ubuntu 22.04,version 2.0.1,1
SESSION_00000758,USER_00000000093,CONTENT_00000854,2024-11-19 21:33:57,99,Computer,Tablet,Linux,Windows 11,version 1.2.3,1
SESSION_00000759,USER_00000000922,CONTENT_00000314,2023-09-02 16:39:15,168,Mobile,Tablet,Playstation,Switch,version 2.1.0,1
SESSION_00000760,USER_00000000516,CONTENT_00000789,2023-09-09 00:37:12,63,Console,Desktop,Linux,FireOS 6,version 2.1.0,1
SESSION_00000761,USER_00000000337,CONTENT_00000836,2024-03-05 06:02:11,69,Console,Smartphone,iOS,FireOS 6,version 1.2.3,1
SESSION_00000762,USER_00000000747,CONTENT_00000587,2024-06-25 19:08:50,75,Mobile,Smartphone,Android,Ubuntu 22.04,version 3.0.5,1
SESSION_00000763,USER_00000000113,CONTENT_00000923,2025-05-28 11:52:12,54,Mobile,Smartphone,tvOS,FireOS 6,version 2.1.0,1
SESSION_00000764,USER_00000000119,CONTENT_00000850,2023-07-30 01:02:20,127,Tablet,Tablet,Windows,Windows 11,version 3.0.5,1
SESSION_00000765,USER_00000000913,CONTENT_00000892,2023-06-02 22:07:35,179,Tablet,Laptop,Playstation,Android 13,version 1.2.3,1
