SESSION_CODE,USER_CODE,CONTENT_CODE,TIME,WATCHED_DURATION,PLATFORM,DEVICE_TYPE,OS_FAMILY,OS_NAME,APP_VERSION,IS_UP_TO_DATE
SESSION_00000584,USER_00000000334,CONTENT_00000737,2024-08-15 08:32:30,137,TV,Tablet,FireOS,macOS Ventura,v2.1.0,1
SESSION_00000585,USER_00000000022,CONTENT_00000021,2024-03-23 15:46:46,149,Mobile,Game Console,macOS,Android 13,v1.2.3,1
SESSION_00000586,USER_00000000169,CONTENT_00000269,2023-09-02 11:12:35,108,TV,Smart TV,FireOS,Windows 11,v2.0.1,1
SESSION_00000587,USER_00000000873,CONTENT_00000307,2024-02-26 23:43:32,74,TV,Smartphone,Nintendo,macOS Ventura,v1.0.0,1
SESSION_00000588,USER_00000000568,CONTENT_00000392,2025-01-21 04:52:04,78,Console,Laptop,FireOS,iPadOS 15,v2.1.0,1
SESSION_00000589,USER_00000000049,CONTENT_00000230,2025-04-13 08:39:17,130,TV,Game Console,FireOS,Windows 11,v2.1.0,1
SESSION_00000590,USER_00000000961,CONTENT_00000380,2024-07-18 13:57:02,147,Mobile,Smart TV,Windows,Android 13,v1.0.0,1
SESSION_00000591,USER_00000000724,CONTENT_00000261,2024-10-30 12:50:12,69,Console,Smart TV,tvOS,PS5,v1.2.3,1
SESSION_00000592,USER_00000000716,CONTENT_00000458,2023-08-29 00:46:09,38,Mobile,Smart TV,Linux,iOS 16,v3.0.5,1
SESSION_00000593,USER_00000000916,CONTENT_00000226,2023-05-28 13:48:47,133,Tablet,Smart TV,Linux,Windows 11,v1.2.3,1
SESSION_00000594,USER_00000000246,CONTENT_00000990,2025-05-24 23:01:45,7,TV,Game Console,macOS,Xbox,v1.0.0,1
SESSION_00000595,USER_00000000378,CONTENT_00000310,2024-01-06 22:19:00,60,Console,Tablet,Windows,Windows 11,v3.0.5,1
SESSION_00000596,USER_00000000866,CONTENT_00000460,2024-04-17 09:51:23,45,Mobile,Desktop,Nintendo,PS5,v2.0.1,1
SESSION_00000597,USER_00000000390,CONTENT_00000621,2023-09-30 10:03:54,53,TV,Game Console,tvOS,Switch,v1.2.3,1
SESSION_00000598,USER_00000000563,CONTENT_00000639,2024-03-28 07:03:31,106,Console,Smartphone,Playstation,macOS Ventura,v1.0.0,1
SESSION_00000599,USER_00000000567,CONTENT_00000653,2025-04-11 01:08:26,7,Computer,Tablet,tvOS,FireOS 6,v3.0.5,1
SESSION_00000600,USER_00000000589,CONTENT_00000390,2024-01-15 20:24:45,129,Console,Tablet,iOS,PS5,v3.0.5,1
SESSION_00000601,USER_00000000632,CONTENT_00000007,2023-09-27 10:29:38,51,Computer,Game Console,Windows,FireOS 6,v2.0.1,1
SESSION_00000602,USER_00000000606,CONTENT_00000235,2025-03-30 13:40:53,127,Mobile,Game Console,macOS,Ubuntu 22.04,v1.0.0,1
SESSION_00000603,USER_00000000257,CONTENT_00000589,2023-07-29 18:57:24,94,Mobile,Smartphone,Linux,Ubuntu 22.04,v1.2.3,1
SESSION_00000604,USER_00000000853,CONTENT_00000898,2025-04-13 05:54:48,5,Console,Tablet,Nintendo,Android 13,v2.1.0,1
SESSION_00000605,USER_00000000082,CONTENT_00000505,2024-05-18 11:56:17,45,Console,Game Console,Android,Switch,v2.1.0,1
SESSION_00000606,USER_00000000316,CONTENT_00000585,2024-09-25 18:50:24,143,Console,Game Console,tvOS,Windows 11,v2.1.0,1
SESSION_00000607,USER_00000000662,CONTENT_00000044,2023-11-11 09:38:28,155,Tablet,Tablet,Linux,Ubuntu 22.04,v2.1.0,1
SESSION_00000608,USER_00000000972,CONTENT_00000867,2024-11-18 07:35:21,149,TV,Desktop,Playstation,Ubuntu 22.04,v2.1.0,1
SESSION_00000609,USER_00000000102,CONTENT_00000405,2024-01-21 21:28:55,85,Console,Tablet,Xbox,Windows 11,v2.1.0,1
SESSION_00000610,USER_00000000590,CONTENT_00000735,2024-09-02 01:37:17,136,Mobile,Tablet,FireOS,iPadOS 15,v1.2.3,1
SESSION_00000611,USER_00000000225,CONTENT_00000892,2024-10-29 02:56:27,152,Console,Smartphone,Nintendo,FireOS 6,v2.0.1,1
SESSION_00000612,USER_00000000597,CONTENT_00000615,2024-04-02 06:49:29,78,TV,Tablet,Android,Xbox,v2.0.1,1
SESSION_00000613,USER_00000000407,CONTENT_00000011,2024-11-12 11:38:08,102,Tablet,Smart TV,Linux,FireOS 6,v2.0.1,1
SESSION_00000614,USER_00000000309,CONTENT_00000372,2024-03-27 08:51:53,12,Tablet,Desktop,Playstation,FireOS 6,v2.0.1,1
SESSION_00000615,USER_00000000674,CONTENT_00000113,2024-05-05 07:13:49,44,Tablet,Game Console,macOS,FireOS 6,v3.0.5,1
SESSION_00000616,USER_00000000036,CONTENT_00000868,2023-07-08 00:48:16,96,TV,Tablet,macOS,Xbox,v2.1.0,1
SESSION_00000617,USER_00000000801,CONTENT_00000439,2023-08-04 18:34:39,147,Mobile,Smartphone,Windows,Xbox,v2.0.1,1
SESSION_00000618,USER_00000000005,CONTENT_00000659,2024-10-28 06:11:52,48,Tablet,Smart TV,Android,Xbox,v2.0.1,1
SESSION_00000619,USER_00000000826,CONTENT_00000324,2023-10-04 17:11:19,119,Tablet,Smartphone,macOS,iPadOS 15,v1.2.3,1
SESSION_00000620,USER_00000000204,CONTENT_00000677,2024-02-29 06:06:28,169,TV,Smartphone,tvOS,FireOS 6,v1.2.3,1
SESSION_00000621,USER_00000000191,CONTENT_00000082,2024-01-22 17:25:52,146,Console,Smart TV,Linux,macOS Ventura,v1.2.3,1
SESSION_00000622,USER_00000000744,CONTENT_00000660,2024-09-08 04:26:06,124,Tablet,Smart TV,tvOS,Switch,v1.2.3,1
SESSION_00000623,USER_00000000202,CONTENT_00000997,2024-05-29 04:35:13,174,Console,Tablet,Android,iPadOS 15,v3.0.5,1
SESSION_00000624,USER_00000000838,CONTENT_00000495,2024-09-15 04:48:35,175,Mobile,Smart TV,Windows,Android 13,v2.1.0,1
SESSION_00000625,USER_00000000760,CONTENT_00000743,2023-10-25 11:10:00,165,Mobile,Laptop,macOS,Ubuntu 22.04,v1.0.0,1
SESSION_00000626,USER_00000000159,CONTENT_00000542,2024-03-04 04:25:35,69,Console,Tablet,macOS,Switch,v2.1.0,1
SESSION_00000627,USER_00000000682,CONTENT_00000915,2023-11-26 13:25:51,79,Mobile,Laptop,Windows,Switch,v1.2.3,1
SESSION_00000628,USER_00000000202,CONTENT_00000713,2024-09-13 13:24:17,147,Console,Laptop,tvOS,Windows 11,v3.0.5,1
SESSION_00000629,USER_00000000418,CONTENT_00000906,2025-02-18 07:13:53,45,Tablet,Tablet,Android,tvOS 14,v1.2.3,1
SESSION_00000630,USER_00000000975,CONTENT_00000563,2023-06-13 07:47:26,57,Tablet,Smartphone,Xbox,Switch,v3.0.5,1
SESSION_00000631,USER_00000000248,CONTENT_00000397,2024-11-06 10:13:18,116,Tablet,Tablet,FireOS,FireOS 6,v3.0.5,1
SESSION_00000632,USER_00000000112,CONTENT_00000835,2025-03-28 05:43:01,121,Mobile,Desktop,Linux,iPadOS 15,v1.2.3,1
SESSION_00000633,USER_00000000480,CONTENT_00000301,2023-12-08 08:31:28,35,Tablet,Smart TV,tvOS,Windows 11,v1.2.3,1
SESSION_00000634,USER_00000000556,CONTENT_00000879,2024-04-06 05:20:22,138,Tablet,Desktop,Xbox,Ubuntu 22.04,v2.1.0,1
SESSION_00000635,USER_00000000209,CONTENT_00000102,2024-07-21 19:34:11,95,Console,Tablet,Android,macOS Ventura,v1.0.0,1
SESSION_00000636,USER_00000000925,CONTENT_00000240,2024-01-31 22:56:17,86,TV,Smart TV,macOS,Android 13,v1.0.0,1
SESSION_00000637,USER_00000000804,CONTENT_00000810,2024-10-01 23:54:46,155,TV,Desktop,Xbox,Android 13,v2.0.1,1
SESSION_00000638,USER_00000000575,CONTENT_00000152,2024-01-25 17:02:36,94,Tablet,Game Console,tvOS,iPadOS 15,v2.0.1,1
SESSION_00000639,USER_00000000673,CONTENT_00000602,2023-11-11 04:26:27,94,Mobile,Smart TV,Nintendo,Android 13,v2.0.1,1
SESSION_00000640,USER_00000000367,CONTENT_00000554,2024-01-28 14:48:10,80,Console,Laptop,iOS,iPadOS 15,v2.0.1,1
SESSION_00000641,USER_00000000341,CONTENT_00000788,2023-09-29 21:55:49,106,Mobile,Smart TV,Playstation,Xbox,v1.0.0,1
SESSION_00000642,USER_00000000178,CONTENT_00000245,2024-06-15 22:33:12,115,Console,Tablet,Windows,Ubuntu 22.04,v1.2.3,1
SESSION_00000643,USER_00000000427,CONTENT_00000586,2024-12-14 16:26:33,157,Console,Smart TV,Playstation,Switch,v2.0.1,1
SESSION_00000644,USER_00000000611,CONTENT_00000843,2023-09-18 00:15:15,175,TV,Smart TV,Playstation,FireOS 6,v2.1.0,1
SESSION_00000645,USER_00000000432,CONTENT_00000287,2025-01-20 12:41:40,170,Console,Laptop,Nintendo,iOS 16,v2.0.1,1
SESSION_00000646,USER_00000000430,CONTENT_00000221,2024-06-08 13:50:22,31,Mobile,Smartphone,Playstation,Windows 11,v2.1.0,1
SESSION_00000647,USER_00000000303,CONTENT_00000391,2025-02-10 03:16:26,177,Tablet,Tablet,Nintendo,Windows 11,v2.1.0,1
SESSION_00000648,USER_00000000952,CONTENT_00000636,2023-12-27 07:15:12,112,Console,Laptop,Linux,Switch,v1.0.0,1
SESSION_00000649,USER_00000000673,CONTENT_00000120,2025-01-11 09:09:03,16,Console,Game Console,tvOS,iPadOS 15,v1.0.0,1
SESSION_00000650,USER_00000000313,CONTENT_00000836,2023-06-06 02:22:02,75,TV,Smartphone,tvOS,Android 13,v1.2.3,1
SESSION_00000651,USER_00000000080,CONTENT_00000248,2024-08-09 20:02:19,31,Mobile,Smartphone,tvOS,Ubuntu 22.04,v3.0.5,1
SESSION_00000652,USER_00000000493,CONTENT_00000056,2023-10-07 16:26:10,155,Tablet,Smart TV,Xbox,tvOS 14,v3.0.5,1
SESSION_00000653,USER_00000000298,CONTENT_00000434,2025-02-23 06:34:29,126,Tablet,Laptop,Xbox,Windows 11,v2.0.1,1
SESSION_00000654,USER_00000000264,CONTENT_00000159,2024-07-06 21:36:40,31,Mobile,Tablet,Nintendo,tvOS 14,v2.1.0,1
SESSION_00000655,USER_00000000109,CONTENT_00000387,2024-09-22 12:18:24,45,Console,Game Console,Playstation,Windows 11,v1.2.3,1
SESSION_00000656,USER_00000000692,CONTENT_00000606,2025-02-14 19:49:23,55,Console,Smartphone,Xbox,iPadOS 15,v2.1.0,1
SESSION_00000657,USER_00000000742,CONTENT_00000560,2024-05-30 15:17:41,145,Tablet,Tablet,Nintendo,tvOS 14,v1.0.0,1
SESSION_00000658,USER_00000000879,CONTENT_00000683,2024-11-04 14:00:28,98,TV,Smart TV,Linux,macOS Ventura,v2.1.0,1
SESSION_00000659,USER_00000000989,CONTENT_00000407,2024-09-12 22:22:43,55,Mobile,Smart TV,FireOS,Switch,v1.2.3,1
SESSION_00000660,USER_00000000076,CONTENT_00000626,2025-01-26 08:00:02,35,Console,Smartphone,FireOS,Android 13,v3.0.5,1
SESSION_00000661,USER_00000000330,CONTENT_00000976,2023-10-18 16:14:58,70,Mobile,Game Console,FireOS,Switch,v2.1.0,1
SESSION_00000662,USER_00000000661,CONTENT_00000601,2023-12-03 09:28:57,135,Mobile,Tablet,Android,FireOS 6,v1.0.0,1
SESSION_00000663,USER_00000000877,CONTENT_00000890,2024-01-08 22:59:16,113,Mobile,Tablet,tvOS,iPadOS 15,v2.1.0,1
SESSION_00000664,USER_00000000494,CONTENT_00000794,2025-05-18 18:32:22,110,Console,Laptop,Linux,Xbox,v2.0.1,1
SESSION_00000665,USER_00000000814,CONTENT_00000772,2024-08-17 22:00:56,15,Console,Smart TV,Linux,Xbox,v1.2.3,1
SESSION_00000666,USER_00000000724,CONTENT_00000817,2024-12-06 17:09:49,116,Console,Smartphone,macOS,Android 13,v2.0.1,1
SESSION_00000667,USER_00000000460,CONTENT_00000367,2023-07-21 12:24:35,49,Console,Game Console,Playstation,tvOS 14,v3.0.5,1
SESSION_00000668,USER_00000000596,CONTENT_00000130,2023-08-30 07:00:49,138,Tablet,Laptop,tvOS,macOS Ventura,v1.2.3,1
SESSION_00000669,USER_00000000444,CONTENT_00000401,2025-04-30 02:14:47,143,Computer,Smartphone,macOS,Android 13,v2.0.1,1
SESSION_00000670,USER_00000000349,CONTENT_00000872,2024-09-15 19:43:42,92,Mobile,Desktop,Playstation,PS5,v1.0.0,1
SESSION_00000671,USER_00000000368,CONTENT_00000193,2025-05-23 15:43:54,58,Mobile,Desktop,iOS,Switch,v1.0.0,1
SESSION_00000672,USER_00000000092,CONTENT_00000805,2023-07-02 05:01:46,108,Mobile,Tablet,tvOS,Xbox,v2.0.1,1
SESSION_00000673,USER_00000000015,CONTENT_00000505,2024-06-04 03:56:07,8,TV,Desktop,FireOS,Android 13,v2.0.1,1
SESSION_00000674,USER_00000000422,CONTENT_00000105,2024-03-03 01:34:32,144,Console,Game Console,Xbox,macOS Ventura,v1.2.3,1
SESSION_00000675,USER_00000000138,CONTENT_00000354,2024-04-30 16:22:31,142,TV,Smart TV,tvOS,PS5,v2.0.1,1
SESSION_00000676,USER_00000000200,CONTENT_00000892,2023-11-09 00:13:32,178,Mobile,Smart TV,Windows,iPadOS 15,v3.0.5,1
SESSION_00000677,USER_00000000907,CONTENT_00000687,2024-04-21 08:33:14,129,Computer,Smartphone,tvOS,Android 13,v2.0.1,1
SESSION_00000678,USER_00000000925,CONTENT_00000574,2024-06-19 02:54:34,31,Computer,Smart TV,Windows,iPadOS 15,v2.1.0,1
SESSION_00000679,USER_00000000346,CONTENT_00000698,2025-01-08 08:04:33,132,Mobile,Desktop,Playstation,Xbox,v1.0.0,1
SESSION_00000680,USER_00000000746,CONTENT_00000075,2024-01-27 23:49:43,47,Computer,Smartphone,Nintendo,iPadOS 15,v1.0.0,1
SESSION_00000681,USER_00000000176,CONTENT_00000869,2024-12-27 21:34:35,128,Tablet,Game Console,Linux,Android 13,v2.0.1,1
SESSION_00000682,USER_00000000589,CONTENT_00000283,2024-08-08 02:53:53,162,Mobile,Tablet,Windows,iOS 16,v2.0.1,1
SESSION_00000683,USER_00000000665,CONTENT_00000932,2024-03-17 12:32:42,176,TV,Laptop,Windows,Ubuntu 22.04,v3.0.5,1
SESSION_00000684,USER_00000000685,CONTENT_00000565,2023-06-22 01:33:00,7,Mobile,Tablet,Android,tvOS 14,v1.2.3,1
SESSION_00000685,USER_00000000830,CONTENT_00000819,2025-05-23 08:03:07,136,TV,Game Console,macOS,tvOS 14,v3.0.5,1
SESSION_00000686,USER_00000000778,CONTENT_00000638,2025-03-21 17:00:50,118,Mobile,Game Console,Linux,tvOS 14,v2.1.0,1
SESSION_00000687,USER_00000000414,CONTENT_00000758,2023-08-22 03:13:12,119,Tablet,Tablet,Playstation,Xbox,v3.0.5,1
SESSION_00000688,USER_00000000290,CONTENT_00000827,2024-05-07 14:17:56,81,Mobile,Tablet,Playstation,macOS Ventura,v1.2.3,1
SESSION_00000689,USER_00000000329,CONTENT_00000871,2024-11-01 18:28:22,13,Console,Laptop,Windows,FireOS 6,v1.2.3,1
SESSION_00000690,USER_00000000313,CONTENT_00000694,2024-03-25 11:38:19,159,Computer,Tablet,Windows,macOS Ventura,v2.1.0,1
SESSION_00000691,USER_00000000980,CONTENT_00000962,2024-10-22 10:36:42,58,Console,Laptop,FireOS,iPadOS 15,v1.2.3,1
SESSION_00000692,USER_00000000346,CONTENT_00000029,2024-06-06 19:29:55,88,Mobile,Tablet,iOS,Android 13,v1.2.3,1
SESSION_00000693,USER_00000000500,CONTENT_00000762,2024-10-29 10:16:18,21,Computer,Desktop,Xbox,tvOS 14,v2.0.1,1
SESSION_00000694,USER_00000000217,CONTENT_00000279,2024-04-04 23:33:04,106,Console,Tablet,macOS,tvOS 14,v2.0.1,1
SESSION_00000695,USER_00000000489,CONTENT_00000390,2023-09-23 17:05:26,160,Computer,Smartphone,Playstation,Windows 11,v1.2.3,1
SESSION_00000696,USER_00000000325,CONTENT_00000295,2024-06-08 08:07:47,156,Console,Smartphone,FireOS,macOS Ventura,v2.1.0,1
SESSION_00000697,USER_00000000677,CONTENT_00000837,2023-06-20 01:15:56,50,Mobile,Laptop,Playstation,iOS 16,v3.0.5,1
SESSION_00000698,USER_00000000146,CONTENT_00000517,2025-02-23 21:14:26,52,Console,Tablet,tvOS,macOS Ventura,v1.0.0,1
SESSION_00000699,USER_00000000992,CONTENT_00000717,2024-10-29 08:34:22,108,Computer,Tablet,Windows,Windows 11,v2.0.1,1
SESSION_00000700,USER_00000000175,CONTENT_00000458,2024-09-15 13:04:28,10,TV,Laptop,Windows,Xbox,v2.0.1,1
SESSION_00000701,USER_00000000317,CONTENT_00000967,2024-09-18 04:47:44,54,Mobile,Smart TV,Nintendo,macOS Ventura,v1.0.0,1
SESSION_00000702,USER_00000000666,CONTENT_00000783,2024-03-31 21:51:50,68,Tablet,Desktop,Nintendo,Android 13,v2.0.1,1
SESSION_00000703,USER_00000000825,CONTENT_00000004,2023-06-13 02:53:41,15,Computer,Laptop,macOS,tvOS 14,v1.2.3,1
SESSION_00000704,USER_00000000617,CONTENT_00000249,2024-10-14 20:24:31,7,Tablet,Smartphone,Nintendo,Windows 11,v2.0.1,1
SESSION_00000705,USER_00000000527,CONTENT_00000517,2024-05-21 23:38:27,14,Console,Laptop,iOS,Switch,v2.0.1,1
SESSION_00000706,USER_00000000176,CONTENT_00000042,2023-11-16 00:20:53,129,Console,Smart TV,Nintendo,Switch,v2.0.1,1
SESSION_00000707,USER_00000000670,CONTENT_00000770,2024-03-05 22:42:06,122,Computer,Desktop,Linux,Switch,v1.2.3,1
SESSION_00000708,USER_00000000373,CONTENT_00000413,2023-09-15 16:20:31,123,Computer,Laptop,iOS,Xbox,v3.0.5,1
SESSION_00000709,USER_00000000318,CONTENT_00000865,2023-10-06 01:02:11,88,Computer,Desktop,Xbox,Ubuntu 22.04,v1.2.3,1
SESSION_00000710,USER_00000000136,CONTENT_00000772,2024-09-05 01:26:26,171,Console,Desktop,Linux,Windows 11,v1.2.3,1
SESSION_00000711,USER_00000000378,CONTENT_00000199,2024-06-09 10:23:32,167,Console,Smartphone,Linux,Windows 11,v2.1.0,1
SESSION_00000712,USER_00000000828,CONTENT_00000863,2024-08-30 10:13:24,7,Tablet,Tablet,FireOS,PS5,v1.0.0,1
SESSION_00000713,USER_00000000017,CONTENT_00000963,2023-05-30 16:34:08,145,Mobile,Laptop,macOS,Switch,v2.0.1,1
SESSION_00000714,USER_00000000024,CONTENT_00000215,2025-04-14 06:13:38,26,Computer,Smartphone,Windows,PS5,v1.2.3,1
SESSION_00000715,USER_00000000822,CONTENT_00000874,2024-08-21 10:44:51,16,Mobile,Laptop,macOS,Switch,v2.0.1,1
SESSION_00000716,USER_00000000934,CONTENT_00000483,2024-05-09 15:34:19,6,Computer,Smart TV,Linux,Xbox,v2.0.1,1
SESSION_00000717,USER_00000000342,CONTENT_00000888,2025-04-09 14:09:10,125,Console,Tablet,FireOS,Android 13,v1.0.0,1
SESSION_00000718,USER_00000000767,CONTENT_00000857,2025-03-25 00:35:23,67,Mobile,Tablet,Android,Windows 11,v1.2.3,1
SESSION_00000719,USER_00000000866,CONTENT_00000028,2024-03-09 05:52:41,29,Mobile,Game Console,FireOS,PS5,v1.2.3,1
SESSION_00000720,USER_00000000323,CONTENT_00000578,2023-07-27 07:27:23,43,Mobile,Smart TV,Windows,iPadOS 15,v1.2.3,1
SESSION_00000721,USER_00000000911,CONTENT_00000724,2024-06-21 04:08:03,28,Console,Smartphone,Linux,Switch,v3.0.5,1
SESSION_00000722,USER_00000000249,CONTENT_00000299,2023-07-22 05:34:57,52,Console,Smart TV,macOS,FireOS 6,v2.0.1,1
SESSION_00000723,USER_00000000461,CONTENT_00000018,2023-12-18 04:33:11,51,Mobile,Smart TV,Playstation,macOS Ventura,v1.0.0,1
SESSION_00000724,USER_00000000172,CONTENT_00000580,2023-09-14 03:43:08,53,Mobile,Desktop,Windows,Android 13,v2.1.0,1
SESSION_00000725,USER_00000000644,CONTENT_00000266,2023-09-12 16:57:56,58,TV,Desktop,Linux,Windows 11,v2.0.1,1
SESSION_00000726,USER_00000000880,CONTENT_00000180,2025-04-19 03:59:35,151,Computer,Tablet,Android,iPadOS 15,v1.0.0,1
SESSION_00000727,USER_00000000865,CONTENT_00000727,2024-08-18 15:30:59,68,Tablet,Laptop,Linux,Xbox,v1.0.0,1
SESSION_00000728,USER_00000000346,CONTENT_00000896,2024-11-02 03:51:17,111,Tablet,Tablet,Linux,FireOS 6,v1.2.3,1
SESSION_00000729,USER_00000000332,CONTENT_00000764,2025-03-09 20:56:42,153,TV,Desktop,Xbox,Windows 11,v1.0.0,1
SESSION_00000730,USER_00000000418,CONTENT_00000195,2023-06-22 23:01:57,131,Tablet,Smart TV,Xbox,Switch,v1.2.3,1
SESSION_00000731,USER_00000000050,CONTENT_00000822,2023-06-05 15:42:40,121,Computer,Tablet,iOS,Switch,v2.0.1,1
SESSION_00000732,USER_00000000095,CONTENT_00000976,2023-10-19 02:05:21,159,Mobile,Game Console,FireOS,Windows 11,v1.2.3,1
SESSION_00000733,USER_00000000129,CONTENT_00000085,2024-04-28 17:19:49,88,Tablet,Desktop,Playstation,Android 13,v2.1.0,1
SESSION_00000734,USER_00000000877,CONTENT_00000897,2024-09-20 22:04:17,49,Computer,Tablet,iOS,Windows 11,v2.0.1,1
SESSION_00000735,USER_00000000576,CONTENT_00000217,2025-03-31 23:45:00,45,TV,Smart TV,iOS,PS5,v2.0.1,1
SESSION_00000736,USER_00000000445,CONTENT_00000494,2024-12-13 00:59:07,154,Computer,Tablet,macOS,tvOS 14,v1.2.3,1
SESSION_00000737,USER_00000000729,CONTENT_00000583,2024-03-19 15:03:21,173,TV,Laptop,FireOS,Ubuntu 22.04,v2.0.1,1
SESSION_00000738,USER_00000000441,CONTENT_00000342,2024-01-03 06:20:47,44,Computer,Tablet,tvOS,FireOS 6,v2.0.1,1
SESSION_00000739,USER_00000000961,CONTENT_00000312,2024-04-26 16:00:37,112,TV,Desktop,iOS,Switch,v2.1.0,1
SESSION_00000740,USER_00000000538,CONTENT_00000214,2023-07-13 06:06:16,8,Console,Smart TV,macOS,macOS Ventura,v2.1.0,1
SESSION_00000741,USER_00000000055,CONTENT_00000314,2024-02-11 08:41:10,60,Tablet,Smart TV,Nintendo,iPadOS 15,v3.0.5,1
SESSION_00000742,USER_00000000590,CONTENT_00000199,2025-01-07 21:04:06,145,Mobile,Game Console,tvOS,Switch,v1.2.3,1
SESSION_00000743,USER_00000000822,CONTENT_00000833,2024-04-13 12:30:04,66,Console,Desktop,Playstation,PS5,v1.0.0,1
SESSION_00000744,USER_00000000782,CONTENT_00000106,2024-07-13 05:13:43,79,Tablet,Tablet,Playstation,Windows 11,v3.0.5,1
SESSION_00000745,USER_00000000919,CONTENT_00000064,2024-01-31 11:54:46,166,Mobile,Smart TV,Android,Windows 11,v1.2.3,1
SESSION_00000746,USER_00000000347,CONTENT_00000553,2024-02-15 22:26:29,33,Console,Desktop,Xbox,Xbox,v3.0.5,1
SESSION_00000747,USER_00000000493,CONTENT_00000321,2024-03-15 02:59:08,66,Tablet,Smart TV,Linux,iOS 16,v1.2.3,1
SESSION_00000748,USER_00000000888,CONTENT_00000273,2024-06-14 01:52:27,129,Mobile,Smartphone,Android,Windows 11,v2.0.1,1
SESSION_00000749,USER_00000000730,CONTENT_00000728,2024-09-13 11:26:22,175,TV,Laptop,Playstation,iPadOS 15,v1.0.0,1
SESSION_00000750,USER_00000000860,CONTENT_00000845,2024-08-05 05:23:13,157,Tablet,Tablet,Android,Ubuntu 22.04,v2.0.1,1
SESSION_00000751,USER_00000000155,CONTENT_00000431,2024-02-10 05:53:08,92,Computer,Smartphone,Playstation,macOS Ventura,v1.2.3,1
SESSION_00000752,USER_00000000281,CONTENT_00000790,2025-05-24 15:30:00,61,Console,Smartphone,Android,iOS 16,v2.1.0,1
SESSION_00000753,USER_00000000902,CONTENT_00000668,2024-01-29 16:52:57,19,Console,Game Console,Xbox,PS5,v1.2.3,1
SESSION_00000754,USER_00000000661,CONTENT_00000530,2023-06-26 17:13:28,111,Computer,Desktop,FireOS,iOS 16,v2.0.1,1
SESSION_00000755,USER_00000000677,CONTENT_00000111,2023-11-13 17:55:19,90,TV,Smart TV,Xbox,Switch,v2.1.0,1
SESSION_00000756,USER_00000000346,CONTENT_00000310,2024-08-28 03:22:03,67,Console,Tablet,tvOS,iPadOS 15,v2.0.1,1
SESSION_00000757,USER_00000000009,CONTENT_00000747,2024-02-09 21:11:09,180,TV,Desktop,Linux,PS5,v1.0.0,1
SESSION_00000758,USER_00000000708,CONTENT_00000423,2023-11-13 23:41:44,80,TV,Game Console,Nintendo,macOS Ventura,v2.0.1,1
SESSION_00000759,USER_00000000157,CONTENT_00000419,2025-04-19 09:55:33,63,Console,Desktop,FireOS,PS5,v1.0.0,1
SESSION_00000760,USER_00000000100,CONTENT_00000350,2024-03-07 18:58:45,163,Mobile,Laptop,iOS,Switch,v1.0.0,1
SESSION_00000761,USER_00000000953,CONTENT_00000490,2023-07-13 01:05:40,155,TV,Desktop,iOS,iPadOS 15,v3.0.5,1
SESSION_00000762,USER_00000000196,CONTENT_00000019,2024-05-08 20:53:43,138,Computer,Desktop,Playstation,FireOS 6,v3.0.5,1
SESSION_00000763,USER_00000000298,CONTENT_00000533,2025-04-02 13:19:36,142,Mobile,Game Console,Xbox,macOS Ventura,v3.0.5,1
SESSION_00000764,USER_00000000852,CONTENT_00000533,2023-12-21 02:36:58,60,Tablet,Game Console,tvOS,FireOS 6,v1.0.0,1
SESSION_00000765,USER_00000000555,CONTENT_00000967,2025-04-02 07:01:44,158,Mobile,Desktop,Playstation,iOS 16,v1.0.0,1
SESSION_00000766,USER_00000000171,CONTENT_00000498,2024-12-14 11:48:31,170,TV,Smartphone,Playstation,Xbox,v1.2.3,1
SESSION_00000767,USER_00000000142,CONTENT_00000813,2023-12-02 06:21:41,11,TV,Tablet,Android,Windows 11,v1.2.3,1
SESSION_00000768,USER_00000000974,CONTENT_00000824,2024-01-17 08:24:19,104,Mobile,Tablet,Windows,Xbox,v1.2.3,1
SESSION_00000769,USER_00000000384,CONTENT_00000314,2023-06-27 09:55:11,165,TV,Game Console,tvOS,PS5,v2.0.1,1
SESSION_00000770,USER_00000000098,CONTENT_00000448,2024-09-24 18:52:15,152,Console,Game Console,tvOS,iOS 16,v2.1.0,1
SESSION_00000771,USER_00000000830,CONTENT_00000894,2024-07-22 07:42:41,175,Mobile,Tablet,macOS,PS5,v1.2.3,1
SESSION_00000772,USER_00000000761,CONTENT_00000893,2025-04-22 00:34:05,57,Console,Game Console,Xbox,Windows 11,v2.1.0,1
SESSION_00000773,USER_00000000187,CONTENT_00000144,2024-07-30 16:17:58,75,Mobile,Smart TV,Xbox,Windows 11,v3.0.5,1
SESSION_00000774,USER_00000000309,CONTENT_00000184,2025-05-01 21:34:13,130,Console,Smartphone,FireOS,iPadOS 15,v1.0.0,1
SESSION_00000775,USER_00000000135,CONTENT_00000167,2025-04-26 16:11:40,104,Console,Smart TV,Windows,Xbox,v1.0.0,1
SESSION_00000776,USER_00000000094,CONTENT_00000856,2024-02-18 09:05:29,95,Mobile,Laptop,Xbox,Switch,v3.0.5,1
SESSION_00000777,USER_00000000720,CONTENT_00000828,2024-10-20 06:53:38,67,TV,Laptop,FireOS,FireOS 6,v3.0.5,1
SESSION_00000778,USER_00000000859,CONTENT_00000706,2024-03-04 22:20:39,60,Computer,Smartphone,Nintendo,Ubuntu 22.04,v3.0.5,1
